video_id,ped_id,frame,time_s,x_px,y_px,visibility,notes,x_m,y_m
teams_video,P08,300,10.0,407.8708190917969,437.2798156738281,tracked,P8; LK optical flow; sampled tracked point,22.159170150756836,61.030914306640625
teams_video,P09,300,10.0,474.9961242675781,593.7588500976562,tracked,P9; LK optical flow; sampled tracked point,23.949752807617188,33.58810043334961
teams_video,P10,300,10.0,454.4034729003906,543.2886962890625,tracked,P10; LK optical flow; sampled tracked point,23.53126335144043,41.08421325683594
teams_video,P01,315,10.5,203.55343627929688,721.2450561523438,tracked,P1; LK optical flow; sampled tracked point,7.413730621337891,18.80198860168457
teams_video,P02,315,10.5,332.4632263183594,677.820556640625,tracked,P2; LK optical flow; sampled tracked point,14.575929641723633,23.31915283203125
teams_video,P03,315,10.5,347.5214538574219,470.3802185058594,tracked,P3; LK optical flow; sampled tracked point,17.02001953125,54.275901794433594
teams_video,P04,315,10.5,235.67486572265625,530.4410400390625,tracked,P4; LK optical flow; sampled tracked point,8.743156433105469,43.61487579345703
teams_video,P05,315,10.5,264.3941650390625,450.20306396484375,tracked,P5; LK optical flow; sampled tracked point,10.744872093200684,58.67328643798828
teams_video,P06,315,10.5,292.3275146484375,491.30084228515625,tracked,P6; LK optical flow; sampled tracked point,12.78370189666748,50.38907241821289
teams_video,P07,315,10.5,307.1671447753906,416.7930908203125,tracked,P7; LK optical flow; sampled tracked point,14.291854858398438,66.07132720947266
teams_video,P08,315,10.5,408.4532470703125,437.52447509765625,tracked,P8; LK optical flow; sampled tracked point,22.200429916381836,60.975074768066406
teams_video,P09,315,10.5,477.9356689453125,599.7579345703125,tracked,P9; LK optical flow; sampled tracked point,24.026165008544922,32.763397216796875
teams_video,P10,315,10.5,458.4344177246094,547.2440795898438,tracked,P10; LK optical flow; sampled tracked point,23.72698974609375,40.45294952392578
teams_video,P01,330,11.0,209.37110900878906,708.274658203125,tracked,P1; LK optical flow; sampled tracked point,7.685592174530029,20.13797378540039
teams_video,P02,330,11.0,326.47100830078125,684.4462280273438,tracked,P2; LK optical flow; sampled tracked point,14.208026885986328,22.587831497192383
teams_video,P03,330,11.0,347.6039733886719,469.3568115234375,tracked,P3; LK optical flow; sampled tracked point,17.036714553833008,54.47947692871094
teams_video,P04,330,11.0,238.1217041015625,525.3153686523438,tracked,P4; LK optical flow; sampled tracked point,8.899728775024414,44.46989440917969
teams_video,P05,330,11.0,263.9914855957031,451.01458740234375,tracked,P5; LK optical flow; sampled tracked point,10.713211059570312,58.50149154663086
teams_video,P06,330,11.0,292.2585754394531,494.4480895996094,tracked,P6; LK optical flow; sampled tracked point,12.768213272094727,49.804203033447266
teams_video,P07,330,11.0,308.0005187988281,415.266357421875,tracked,P7; LK optical flow; sampled tracked point,14.370697021484375,66.4334487915039
teams_video,P08,330,11.0,408.3084716796875,437.468505859375,tracked,P8; LK optical flow; sampled tracked point,22.190082550048828,60.98788070678711
teams_video,P09,330,11.0,479.02777099609375,606.408203125,tracked,P9; LK optical flow; sampled tracked point,23.97665786743164,31.867660522460938
teams_video,P10,330,11.0,465.4031066894531,550.5712280273438,tracked,P10; LK optical flow; sampled tracked point,24.12661361694336,39.920806884765625
teams_video,P01,345,11.5,213.45578002929688,695.5099487304688,tracked,P1; LK optical flow; sampled tracked point,7.869505882263184,21.493867874145508
teams_video,P02,345,11.5,325.8222961425781,684.108154296875,tracked,P2; LK optical flow; sampled tracked point,14.172992706298828,22.625869750976562
teams_video,P03,345,11.5,347.1612854003906,468.39971923828125,tracked,P3; LK optical flow; sampled tracked point,17.013124465942383,54.671905517578125
teams_video,P04,345,11.5,239.07369995117188,520.2826538085938,tracked,P4; LK optical flow; sampled tracked point,8.953753471374512,45.32511901855469
teams_video,P05,345,11.5,258.24151611328125,450.81195068359375,tracked,P5; LK optical flow; sampled tracked point,10.263123512268066,58.562110900878906
teams_video,P06,345,11.5,293.92742919921875,496.2832336425781,tracked,P6; LK optical flow; sampled tracked point,12.883341789245605,49.46159744262695
teams_video,P07,345,11.5,308.3479919433594,413.044189453125,tracked,P7; LK optical flow; sampled tracked point,14.4142484664917,66.96709442138672
